hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Tu,Sim,5,5D,5H,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,xMT,xC,xN,xDT,O,Un,BL,Bg,T100,P600,P500
2538,"Red Screes","34C",,"Ma,Hew,N,W, B","776","2546","NY396087","NY 39661 08756","NY388095","516","260","cairn nearest trig point","rocks 2m NW and 15m NW of cairn are of equal height; trig point is 20m NW of cairn at NY 39650 08771","Abney level","2001-10-28","","90","7N","339660","508757","54.47058","-2.932556","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2539,"Great Rigg","34C",2521,"Hew,N,W,B","766","2513","NY355104","NY 35593 10408","NY356107","735","31","rock 15m NE of cairn","cairn (NY 35584 10394) is Wainwright","","2001-10-28","","90","5S 7N","335592","510409","54.484924","-2.995677","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2540,"Stony Cove Pike [Caudale Moor]","34C",,"Ma,Hew,N,W, B","763","2503","NY417100","NY 41781 10007","NY426103","592","171","rock","rock is about 1m higher than Wainwright cairn 90m E at NY 41867 09997; there are several cairns in the summit area","Abney level","2007-03-10","","90","5S 7N","341780","510008","54.482069","-2.900095","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2541,"Mardale Ill Bell","34C",2528,"W,B,xN","760","2493","NY447101","NY 44762 10120","NY444103","750","10","cairn","","","2009-06-08","","90","5S 7N","344761","510121","54.483418","-2.854112","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2542,"Ill Bell","34C",2528,"Hu,Hew,N,W, B","757","2484","NY436077","NY 43649 07752","NY432088","633","124","N of two large cairns 30m apart","S cairn at NY 43660 07720 is probably of equal height","","2009-11-20","","90","7N","343648","507753","54.462017","-2.870837","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2543,"Hart Side","34C",2515,"N,sHew,W,B","756","2480","NY359197","NY 35902 19729","NY357194","733","23","rock within 20m of 2 cairns","rock 6m NW is as high; NW cairn is at NY 35887 19748 and SE cairn at NY 35912 19734","Abney level","2008-11-10","","90","5S","335901","519730","54.568719","-2.992938","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2544,"The Knott (High Street)","34C",2528,"W,B,xN","739","2425","NY437126","NY 43711 12681","NY437126","726","13","cairn","","","2009-06-08","","90","5S","343710","512682","54.506316","-2.870821","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2545,"Seat Sandal","34C",,"Ma,Hew,N,W, B","736.8","2417","NY344115","NY 34420 11530","NY 34879 11647","584.9","151.9","rock on knoll by ruined wall","30m ENE of cairn (Wainwright) at NY 34390 11515 and 40cm higher","Abney level/Leica 530","2009-06-08","Confirmed as Marilyn by surveying, drop increased from 150m","90","5S","334419","511531","54.494857","-3.014027","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2546,"Kentmere Pike","34C",2528,"Hew,N,W,B","730","2395","NY465077","NY 46554 07790","NY463080","691","39","pointed rock 0.5m NW of trig point","trig point is 3m E of wall; cairn 3m W of wall is lower; other outcrops in summit area are all lower","Abney level","2001-10-28","","90","7N","346553","507791","54.462673","-2.826033","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2547,"Clough Head","34C",2515,"Hu,Hew,N,W, B","726","2382","NY333225","NY 33394 22540","NY331214","618","108","trig point/wind shelter","","obvious summit","2009-11-20","","90","5S","333393","522541","54.593652","-3.032362","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2548,"Froswick","34C",2528,"Hew,N,W,B","720","2362","NY435085","NY 43521 08525","NY434080","645","75","cairn","","","2001-10-28","","90","7N","343520","508526","54.468949","-2.872959","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2549,"Birkhouse Moor","34C",2515,"N,sHew,W,B","718","2356","NY363159","NY 36342 15975","NY360156","697","21","cairn near wall","higher than large cairn 450m NNE at NY 36524 16393","","2001-10-28","","90","5S","336341","515976","54.535042","-2.98532","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2550,"Branstree","34C",2528,"Hu,Hew,N,W, B","713","2339","NY478099","NY 47802 09971","NY474093","576","137","small pile of stones by trig station","ground 40m NW at NY 47776 10002 and at NY 47754 09997 is about as high","Abney level","2012-09-02","","90","5S 7N","347801","509972","54.482402","-2.807168","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2551,"Yoke","34C",2528,"Hew,N,W,B","706","2316","NY437067","NY 43773 06739","NY436072","668","38","cairn","","","2001-10-28","","90","7N","343772","506740","54.452928","-2.868731","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2552,"Gray Crag","34C",2528,"N,W,B","699","2293","NY427117","NY 42756 11709","NY428113","683","16","rock","this is Nuttall summit S of wall; Wainwright summit is N of wall at NY 42672 11870","","2012-08-15","","90","5S","342755","511710","54.497475","-2.885379","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,"Rest Dodd","34C",2528,"Hu,Hew,N,W, B","696","2283","NY432136","NY 43256 13647","NY434133","585","111","grass mound 3m NE of southernmost cairn","cairns 55m NNE at NY 43271 13701(Wainwright's cairn) & 80m NNW at NY 43237 13718 are lower","Abney level","2010-08-23","","90","5S","343255","513648","54.514946","-2.878033","E","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2554,"Sheffield Pike","34C",2515,"Hew,N,sHu,W, B","675","2215","NY369181","NY 36911 18181","NY362182","584","91","cairn","","obvious summit","2001-10-28","","90","5S","336910","518182","54.554936","-2.977002","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2555,"Branstree NE Top [East Top] [High Howes (Mardale)]","34C",2528,"N,sHew,B","673","2208","NY487103","NY 48765 10340","NY484102","649","24","small pile of stones on grassy knoll","","Abney level","2009-06-08","","90","5S 7N","348764","510341","54.485816","-2.79237","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2556,"Loadpot Hill","34C",2528,"Hew,N,W,B","672","2205","NY456180","NY 45636 18046","NY456174","623","49","no feature","trig point 85m NE at NY 45686 18123 is 40cm lower; boundary stone 100m ENE at NY 45731 18083 is <40cm lower","Abney level","2012-02-04","Wainwright summit is boundary stone; Birkett summit is trig point","90","5S","345635","518047","54.554737","-2.842087","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2557,"Wether Hill","34C",2528,"W,B,xN","671","2201","NY455167","NY 45596 16766","NY455165","666","5","no feature: rough grass","cairn (Wainwright/Birkett) is 30m NW at NY45571 16782; summit is 3-4m lower than ground 400m S (Hill 2927)","Abney level","2012-03-28","Replaced as Nuttall by 2927 in March 2012.  See Database Notes.","90","5S","345595","516767","54.54323","-2.842469","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2558,"Adam Seat","34C",2528,"B,xN","666","2185","NY471090","NY 47116 09073","NY470091","657","9","cairn with large stone","rocky knoll 60m WSW at NY 47064 09047 is 30cm lower","Abney level","2010-08-23","","90","5S 7N","347115","509074","54.474261","-2.817594","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2559,"Tarn Crag (Sleddale)","34C",,"Ma,Hew,N,W, B","664","2178","NY488078","NY 48848 07851","NY485088","504","160","cairn","cairn is NE of pillar (NY 48784 07802); pointed rock on grassy rise 60m WNW at NY 48786 07863 is of equal height","Abney level","2009-06-08","","90","7N","348847","507852","54.463458","-2.790658","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2560,"Calfhow Pike","34C",2515,"B,xN","660","2165","NY330211","NY 33073 21133","NY331210","651","9","cairn","","obvious summit","2007-03-10","","90","5S","333072","521134","54.580967","-3.037008","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2561,"Place Fell","34C",,"Ma,Hew,N,W, B","657","2156","NY405169","NY 40535 16948","NY410157","395","262","rock outcrop 4m SE of cairn","outcrop is 0.3m higher than trig point 30m E  (NY 40560 16950); cairn is Wainwright summit.","Abney level","2009-06-08","","90","5S","340534","516949","54.544296","-2.920726","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2562,"High Pike (Scandale)","34C",2521,"W,B","656","2152","NY374088","NY 37443 08830","NY374089","650","6","small cairn on rock outcrop","Wainwright summit; highest point on E side of wall but note ground 25m to W (NY 37420 08821) on other side of wall is as high","Abney level","2001-10-28","","90","7N","337442","508831","54.470976","-2.966791","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,"Selside Pike","34C",2528,"Hew,N,W,B","655","2149","NY490111","NY 49062 11145","NY490108","619","36","grassy rise with embedded rocks 40m SSW of windshelter","windshelter (Wainwright & Birkett) is at NY 49073 11186 and is 75cm lower","Abney level","2001-10-28","","90","5S","349061","511146","54.49308","-2.787925","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2564,"Middle Dodd","34C",2538,"W,B","654","2146","NY397095","NY 39736 09573","NY396094","640","14","cairn","nearby rock is higher than cairn base; ground to S is lower","Abney level","2009-06-08","","90","5S 7N","339735","509574","54.47793","-2.931566","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,"Grey Crag [Sleddale Fell]","34C",2559,"Hew,N,W,B","638","2093","NY497072","NY 49714 07220","NY493077","597","41","rocky outcrop","outcrop is  40m N of cairn (NY 49713 07177) and c 1.7m higher","Abney level","2001-10-28","","90","7N","349713","507221","54.457874","-2.777191","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2566,"Little Hart Crag [Little Hart Crag - West Top]","34C",2521,"Hew,N,W,B","637","2090","NY387100","NY 38731 10029","NY383102","603","34","cairn","ground 120m ENE at NY 38853 10053 and 20m NW at NY 38722 10047 is lower","Abney level","2009-06-08","","90","5S 7N","338730","510030","54.481907","-2.947168","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2567,"Harrop Pike","34C",2559,"N,B","637","2090","NY500077","NY 50067 07787","NY498075","621","16","grassy bump 25m SW of cairn on far side of fence","ground is about 30cm higher than cairn base (NY 50076 07809)","Abney level","2012-09-02","","90","7N","350066","507788","54.463004","-2.771843","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,"Rough Crag (Riggindale)","34C",2528,"Hew,N,B","628","2060","NY454112","NY 45424 11245","NY450112","595","33","cairn","","","2009-06-08","","90","5S","345423","511246","54.4936","-2.844103","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2569,"Goat Scar","34C",2528,"B,xN","626","2054","NY473069","NY 47337 06913","NY471070","616","10","outcrop near stile within fence corner","cairn about 100m E overlooking valley is lower","Abney level","2001-10-28","","90","7N","347336","506914","54.454874","-2.813799","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2570,"Birks","34C",2527,"N,sHew,W,B","622","2041","NY380143","NY 38020 14355","NY376141","602","20","no feature: grass mound","this is Nuttall/subHewitt/Birkett summit; cairn (Wainwright) 200m NE at NY 38179 14485 may be as high","","2007-03-10","","90","5S","338019","514356","54.520694","-2.95905","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2571,"Heron Pike North Top [Rydal Fell]","34C",2521,"N,sHew,B","621","2037","NY357086","NY 35723 08671","NY355094","598","23","rock at end of old wall","cairn has been destroyed","","2001-10-28","","90","7N","335722","508672","54.469332","-2.993292","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2572,"Hartsop Dodd","34C",2540,"N,sHew,W,B","618","2028","NY411118","NY 41134 11849","NY414113","594","24","small cairn 2m W of wall","fence post by wall (Wainwright summit) is 7m S of small cairn; larger cairn 35m NW at NY 41107 11874 is lower","Abney level","2009-06-08","","90","5S","341133","511850","54.498547","-2.910448","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2573,"Heron Pike (Rydal)","34C",2521,"N,sHew,W,B","612","2008","NY355083","NY 35599 08309","NY356084","591","21","rock outcrop","cairn has been destroyed","","2009-06-08","","90","7N","335598","508310","54.466063","-2.995126","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2574,"Shipman Knotts","34C",2528,"W,B","587","1926","NY472062","NY 47270 06213","NY472064","576","11","small cairn on outcrop 25m E of wall","small cairn by wall 90m N at NY 47254 06306 (Birkett) is c 40cm lower; rock 3m W of wall is c 30cm lower","Abney level","2008-06-30","","90","7N","347269","506214","54.448577","-2.814707","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,"Great Yarlside","34C",2559,"WO,B","591","1939","NY525075","NY 52514 07595","NY524077","585","6","a few stones","","Abney level","2009-06-08","Highest point of fell is hill 3661 which is now a s5, having once held Dewey status","90","7N","352513","507596","54.461514","-2.734065","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,"Howes","34C",2528,"WO","583","1913","NY498103","NY 49823 10378","NY497104","580","3","rock","rock 20m SW at NY 49805 10367 and 8m N at NY 49823 10384 may be as high","","2011-08-14","","90","5S 7N","349822","510379","54.486264","-2.776047","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,"The Nab","34C",2528,"5,W,B","576","1890","NY434151","NY 43427 15198","NY434146","515","61","cairn","Wainwright and Birkett; ground 30m NE at NY 43440 15222 is lower","Abney level","2001-10-28","","90","5S","343426","515199","54.528902","-2.87569","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,"Hartsop Above How [Gill Crag - Hartsop Above How]","34C",2521,"s5,W,B","581","1906","NY383120","NY 38319 12003","NY380119","554","27","knoll of rock and grass","local topography fits Wainwright's sketch and knoll is several metres higher than any other top on ridge; embedded rock on knoll 240m away at NY 38540 12105 is probably Wainwright's NE summit","Abney level","2011-10-17","Reference to Wainwright book 1 shows this to be intended summit","90","5S","338318","512004","54.499595","-2.953939","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,"Angletarn Pikes [Angletarn Pikes North Top]","34C",2528,"5,W,B","567","1860","NY413148","NY 41331 14826","NY418144","489","78","tiny cairn","","","2009-06-08","","90","5S","341330","514827","54.525321","-2.908","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,"Great Saddle Crag","34C",2559,"WO,B","560","1837","NY526086","NY 52656 08668","NY526085","558","2","small pile of stones on rock","","","2005-05-10","","90","7N","352655","508669","54.47117","-2.732046","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,"Wasdale Pike","34C",2559,"WO,B","565","1854","NY536084","NY 53638 08495","NY535084","560","5","rock","cairns described by Wainwright have been destroyed","Abney level","2007-03-10","","90","7N","353637","508496","54.469706","-2.716868","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,"Brock Crags","34C",2528,"s5,W,B","561","1841","NY416136","NY 41666 13662","NY421137","537","24","large cairn","this is the Wainwright/Birkett summit: true summit is 230m E at NY 41904 13699","Abney level","2014-02-14","Relocated to Wainwright's location at western edge of plateau.","90","5S","341665","513663","54.5149","-2.902593","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,"Great Mell Fell","34C",,"Ma,5,W,B","537","1762","NY396253","NY 39681 25366","NY392246","339","198","cairn","","","2003-01-15","","90","5S","339680","525367","54.619837","-2.935657","E","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,"Arthur's Pike","34C",2528,"W,B","533","1749","NY460206","NY 46074 20678","NY461204","529","4","cairn","probably Wainwright/Birkett summit; also cairn 190m SSE at NY 46165 20510 and knoll 50m S at NY 46056 20627 may be as high","","2009-06-08","","90","5S","346073","520679","54.578435","-2.835799","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,"High Wether Howe","34C",2559,"5,WO,B","531","1742","NY514109","NY 51497 10923","NY511097","465","66","small pile of stones","","","2005-05-10","","90","5S 7N","351496","510924","54.491324","-2.750299","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,"White Howe (Bannisdale)","34C",2559,"5,WO,B","530","1739","NY523041","NY 52364 04198","NY520050","457","73","trig point","ground 80m E at NY 52448 04197 is lower","Abney level","2009-06-08","","90","7N","352363","504198","54.430973","-2.735831","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,"Lord's Seat (Crookdale) [Lord's Seat - High House Fell]","34C",2559,"5,WO,B","524","1719","NY518066","NY 51845 06613","NY514067","488","36","grassy mound","mound 10m E at NY 51855 06618 is as high","Abney level","2009-06-08","","90","7N","351844","506614","54.452626","-2.744224","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,"Bonscale Pike","34C",2528,"W,B","524","1719","NY453200","NY 45348 20085","NY453197","523","1","small cairn","probably Wainwright summit but slightly lower than cairn 140m S at NY 45314 19950","","2001-10-28","","90","5S","345347","520086","54.573028","-2.846919","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,"High Hartsop Dodd","34C",2521,"W,B","519","1703","NY393107","NY 39355 10767","NY393107","516","3","tiny cairn","","","2001-10-28","","90","5S 7N","339354","510768","54.488614","-2.93769","E","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
